,users,component,instances,RAM,CPU,STORAGE,technology
1240,546,nginx,1,8,8,255,caas
1241,546,framework,1,32,8,600,caas
1242,546,rel_db,1,24,8,100,caas
1243,546,mem_db,1,8,4,10,caas
1244,594,nginx,1,8,8,255,caas
1245,594,framework,1,32,8,600,caas
1246,594,rel_db,1,24,8,100,caas
1247,594,mem_db,1,8,4,10,caas
1248,373,nginx,1,8,8,255,caas
1249,373,framework,1,32,8,600,caas
1250,373,rel_db,1,24,8,100,caas
1251,373,mem_db,1,8,4,10,caas
1252,808,nginx,1,8,8,255,caas
1253,808,framework,1,32,8,600,caas
1254,808,rel_db,1,24,8,100,caas
1255,808,mem_db,1,8,4,10,caas
1256,227,nginx,1,8,8,255,caas
1257,227,framework,1,32,8,600,caas
1258,227,rel_db,1,24,8,100,caas
1259,227,mem_db,1,8,4,10,caas
1260,666,nginx,1,8,8,255,caas
1261,666,framework,1,32,8,600,caas
1262,666,rel_db,1,24,8,100,caas
1263,666,mem_db,1,8,4,10,caas
1264,359,nginx,1,8,8,255,caas
1265,359,framework,1,32,8,600,caas
1266,359,rel_db,1,24,8,100,caas
1267,359,mem_db,1,8,4,10,caas
1268,379,nginx,1,8,8,255,caas
1269,379,framework,1,32,8,600,caas
1270,379,rel_db,1,24,8,100,caas
1271,379,mem_db,1,8,4,10,caas
1272,649,nginx,1,8,8,255,caas
1273,649,framework,1,32,8,600,caas
1274,649,rel_db,1,24,8,100,caas
1275,649,mem_db,1,8,4,10,caas
1276,355,nginx,1,8,8,255,caas
1277,355,framework,1,32,8,600,caas
1278,355,rel_db,1,24,8,100,caas
1279,355,mem_db,1,8,4,10,caas
1280,729,nginx,1,8,8,255,caas
1281,729,framework,1,32,8,600,caas
1282,729,rel_db,1,24,8,100,caas
1283,729,mem_db,1,8,4,10,caas
1284,623,nginx,1,8,8,255,caas
1285,623,framework,1,32,8,600,caas
1286,623,rel_db,1,24,8,100,caas
1287,623,mem_db,1,8,4,10,caas
1288,339,nginx,1,8,8,255,caas
1289,339,framework,1,32,8,600,caas
1290,339,rel_db,1,24,8,100,caas
1291,339,mem_db,1,8,4,10,caas
1292,467,nginx,1,8,8,255,caas
1293,467,framework,1,32,8,600,caas
1294,467,rel_db,1,24,8,100,caas
1295,467,mem_db,1,8,4,10,caas
1296,61,nginx,1,8,8,255,caas
1297,61,framework,1,32,8,600,caas
1298,61,rel_db,1,24,8,100,caas
1299,61,mem_db,1,8,4,10,caas
1300,399,nginx,1,8,8,255,caas
1301,399,framework,1,32,8,600,caas
1302,399,rel_db,1,24,8,100,caas
1303,399,mem_db,1,8,4,10,caas
1304,181,nginx,1,8,8,255,caas
1305,181,framework,1,32,8,600,caas
1306,181,rel_db,1,24,8,100,caas
1307,181,mem_db,1,8,4,10,caas
1308,974,nginx,1,8,8,255,caas
1309,974,framework,1,32,8,600,caas
1310,974,rel_db,1,24,8,100,caas
1311,974,mem_db,1,8,4,10,caas
1312,955,nginx,1,8,8,255,caas
1313,955,framework,1,32,8,600,caas
1314,955,rel_db,1,24,8,100,caas
1315,955,mem_db,1,8,4,10,caas
1316,283,nginx,1,8,8,255,caas
1317,283,framework,1,32,8,600,caas
1318,283,rel_db,1,24,8,100,caas
1319,283,mem_db,1,8,4,10,caas
1320,378,nginx,1,8,8,255,caas
1321,378,framework,1,32,8,600,caas
1322,378,rel_db,1,24,8,100,caas
1323,378,mem_db,1,8,4,10,caas
1324,740,nginx,1,8,8,255,caas
1325,740,framework,1,32,8,600,caas
1326,740,rel_db,1,24,8,100,caas
1327,740,mem_db,1,8,4,10,caas
1328,241,nginx,1,8,8,255,caas
1329,241,framework,1,32,8,600,caas
1330,241,rel_db,1,24,8,100,caas
1331,241,mem_db,1,8,4,10,caas
1332,486,nginx,1,8,8,255,caas
1333,486,framework,1,32,8,600,caas
1334,486,rel_db,1,24,8,100,caas
1335,486,mem_db,1,8,4,10,caas
1336,585,nginx,1,8,8,255,caas
1337,585,framework,1,32,8,600,caas
1338,585,rel_db,1,24,8,100,caas
1339,585,mem_db,1,8,4,10,caas
1340,708,nginx,1,8,8,255,caas
1341,708,framework,1,32,8,600,caas
1342,708,rel_db,1,24,8,100,caas
1343,708,mem_db,1,8,4,10,caas
1344,613,nginx,1,8,8,255,caas
1345,613,framework,1,32,8,600,caas
1346,613,rel_db,1,24,8,100,caas
1347,613,mem_db,1,8,4,10,caas
1348,1023,nginx,1,8,8,255,caas
1349,1023,framework,1,32,8,600,caas
1350,1023,rel_db,1,24,8,100,caas
1351,1023,mem_db,1,8,4,10,caas
1352,50,nginx,1,8,8,255,caas
1353,50,framework,1,32,8,600,caas
1354,50,rel_db,1,24,8,100,caas
1355,50,mem_db,1,8,4,10,caas
1356,41,nginx,1,8,8,255,caas
1357,41,framework,1,32,8,600,caas
1358,41,rel_db,1,24,8,100,caas
1359,41,mem_db,1,8,4,10,caas
1360,630,nginx,1,8,8,255,caas
1361,630,framework,1,32,8,600,caas
1362,630,rel_db,1,24,8,100,caas
1363,630,mem_db,1,8,4,10,caas
1364,547,nginx,1,8,8,255,caas
1365,547,framework,1,32,8,600,caas
1366,547,rel_db,1,24,8,100,caas
1367,547,mem_db,1,8,4,10,caas
1368,67,nginx,1,8,8,255,caas
1369,67,framework,1,32,8,600,caas
1370,67,rel_db,1,24,8,100,caas
1371,67,mem_db,1,8,4,10,caas
1372,770,nginx,1,8,8,255,caas
1373,770,framework,1,32,8,600,caas
1374,770,rel_db,1,24,8,100,caas
1375,770,mem_db,1,8,4,10,caas
1376,380,nginx,1,8,8,255,caas
1377,380,framework,1,32,8,600,caas
1378,380,rel_db,1,24,8,100,caas
1379,380,mem_db,1,8,4,10,caas
1380,839,nginx,1,8,8,255,caas
1381,839,framework,1,32,8,600,caas
1382,839,rel_db,1,24,8,100,caas
1383,839,mem_db,1,8,4,10,caas
1384,440,nginx,1,8,8,255,caas
1385,440,framework,1,32,8,600,caas
1386,440,rel_db,1,24,8,100,caas
1387,440,mem_db,1,8,4,10,caas
1388,499,nginx,1,8,8,255,caas
1389,499,framework,1,32,8,600,caas
1390,499,rel_db,1,24,8,100,caas
1391,499,mem_db,1,8,4,10,caas
1392,615,nginx,1,8,8,255,caas
1393,615,framework,1,32,8,600,caas
1394,615,rel_db,1,24,8,100,caas
1395,615,mem_db,1,8,4,10,caas
1396,265,nginx,1,8,8,255,caas
1397,265,framework,1,32,8,600,caas
1398,265,rel_db,1,24,8,100,caas
1399,265,mem_db,1,8,4,10,caas
1400,271,nginx,1,8,8,255,caas
1401,271,framework,1,32,8,600,caas
1402,271,rel_db,1,24,8,100,caas
1403,271,mem_db,1,8,4,10,caas
1404,237,nginx,1,8,8,255,caas
1405,237,framework,1,32,8,600,caas
1406,237,rel_db,1,24,8,100,caas
1407,237,mem_db,1,8,4,10,caas
1408,962,nginx,1,8,8,255,caas
1409,962,framework,1,32,8,600,caas
1410,962,rel_db,1,24,8,100,caas
1411,962,mem_db,1,8,4,10,caas
1412,599,nginx,1,8,8,255,caas
1413,599,framework,1,32,8,600,caas
1414,599,rel_db,1,24,8,100,caas
1415,599,mem_db,1,8,4,10,caas
1416,592,nginx,1,8,8,255,caas
1417,592,framework,1,32,8,600,caas
1418,592,rel_db,1,24,8,100,caas
1419,592,mem_db,1,8,4,10,caas
1420,540,nginx,1,8,8,255,caas
1421,540,framework,1,32,8,600,caas
1422,540,rel_db,1,24,8,100,caas
1423,540,mem_db,1,8,4,10,caas
1424,1012,nginx,1,8,8,255,caas
1425,1012,framework,1,32,8,600,caas
1426,1012,rel_db,1,24,8,100,caas
1427,1012,mem_db,1,8,4,10,caas
1428,695,nginx,1,8,8,255,caas
1429,695,framework,1,32,8,600,caas
1430,695,rel_db,1,24,8,100,caas
1431,695,mem_db,1,8,4,10,caas
1432,1022,nginx,1,8,8,255,caas
1433,1022,framework,1,32,8,600,caas
1434,1022,rel_db,1,24,8,100,caas
1435,1022,mem_db,1,8,4,10,caas
1436,44,nginx,1,8,8,255,caas
1437,44,framework,1,32,8,600,caas
1438,44,rel_db,1,24,8,100,caas
1439,44,mem_db,1,8,4,10,caas
1440,676,nginx,1,8,8,255,caas
1441,676,framework,1,32,8,600,caas
1442,676,rel_db,1,24,8,100,caas
1443,676,mem_db,1,8,4,10,caas
1444,742,nginx,1,8,8,255,caas
1445,742,framework,1,32,8,600,caas
1446,742,rel_db,1,24,8,100,caas
1447,742,mem_db,1,8,4,10,caas
1448,477,nginx,1,8,8,255,caas
1449,477,framework,1,32,8,600,caas
1450,477,rel_db,1,24,8,100,caas
1451,477,mem_db,1,8,4,10,caas
1452,844,nginx,1,8,8,255,caas
1453,844,framework,1,32,8,600,caas
1454,844,rel_db,1,24,8,100,caas
1455,844,mem_db,1,8,4,10,caas
1456,769,nginx,1,8,8,255,caas
1457,769,framework,1,32,8,600,caas
1458,769,rel_db,1,24,8,100,caas
1459,769,mem_db,1,8,4,10,caas
1460,890,nginx,1,8,8,255,caas
1461,890,framework,1,32,8,600,caas
1462,890,rel_db,1,24,8,100,caas
1463,890,mem_db,1,8,4,10,caas
1464,103,nginx,1,8,8,255,caas
1465,103,framework,1,32,8,600,caas
1466,103,rel_db,1,24,8,100,caas
1467,103,mem_db,1,8,4,10,caas
1468,517,nginx,1,8,8,255,caas
1469,517,framework,1,32,8,600,caas
1470,517,rel_db,1,24,8,100,caas
1471,517,mem_db,1,8,4,10,caas
1472,270,nginx,1,8,8,255,caas
1473,270,framework,1,32,8,600,caas
1474,270,rel_db,1,24,8,100,caas
1475,270,mem_db,1,8,4,10,caas
1476,975,nginx,1,8,8,255,caas
1477,975,framework,1,32,8,600,caas
1478,975,rel_db,1,24,8,100,caas
1479,975,mem_db,1,8,4,10,caas
1480,1001,nginx,1,8,8,255,caas
1481,1001,framework,1,32,8,600,caas
1482,1001,rel_db,1,24,8,100,caas
1483,1001,mem_db,1,8,4,10,caas
1484,726,nginx,1,8,8,255,caas
1485,726,framework,1,32,8,600,caas
1486,726,rel_db,1,24,8,100,caas
1487,726,mem_db,1,8,4,10,caas
1488,876,nginx,1,8,8,255,caas
1489,876,framework,1,32,8,600,caas
1490,876,rel_db,1,24,8,100,caas
1491,876,mem_db,1,8,4,10,caas
1492,196,nginx,1,8,8,255,caas
1493,196,framework,1,32,8,600,caas
1494,196,rel_db,1,24,8,100,caas
1495,196,mem_db,1,8,4,10,caas
1496,272,nginx,1,8,8,255,caas
1497,272,framework,1,32,8,600,caas
1498,272,rel_db,1,24,8,100,caas
1499,272,mem_db,1,8,4,10,caas
1500,719,nginx,1,8,8,255,caas
1501,719,framework,1,32,8,600,caas
1502,719,rel_db,1,24,8,100,caas
1503,719,mem_db,1,8,4,10,caas
1504,476,nginx,1,8,8,255,caas
1505,476,framework,1,32,8,600,caas
1506,476,rel_db,1,24,8,100,caas
1507,476,mem_db,1,8,4,10,caas
1508,25,nginx,1,8,8,255,caas
1509,25,framework,1,32,8,600,caas
1510,25,rel_db,1,24,8,100,caas
1511,25,mem_db,1,8,4,10,caas
1512,126,nginx,1,8,8,255,caas
1513,126,framework,1,32,8,600,caas
1514,126,rel_db,1,24,8,100,caas
1515,126,mem_db,1,8,4,10,caas
1516,190,nginx,1,8,8,255,caas
1517,190,framework,1,32,8,600,caas
1518,190,rel_db,1,24,8,100,caas
1519,190,mem_db,1,8,4,10,caas
1520,282,nginx,1,8,8,255,caas
1521,282,framework,1,32,8,600,caas
1522,282,rel_db,1,24,8,100,caas
1523,282,mem_db,1,8,4,10,caas
1524,728,nginx,1,8,8,255,caas
1525,728,framework,1,32,8,600,caas
1526,728,rel_db,1,24,8,100,caas
1527,728,mem_db,1,8,4,10,caas
1528,843,nginx,1,8,8,255,caas
1529,843,framework,1,32,8,600,caas
1530,843,rel_db,1,24,8,100,caas
1531,843,mem_db,1,8,4,10,caas
1532,922,nginx,1,8,8,255,caas
1533,922,framework,1,32,8,600,caas
1534,922,rel_db,1,24,8,100,caas
1535,922,mem_db,1,8,4,10,caas
1536,819,nginx,1,8,8,255,caas
1537,819,framework,1,32,8,600,caas
1538,819,rel_db,1,24,8,100,caas
1539,819,mem_db,1,8,4,10,caas
1540,413,nginx,1,8,8,255,caas
1541,413,framework,1,32,8,600,caas
1542,413,rel_db,1,24,8,100,caas
1543,413,mem_db,1,8,4,10,caas
1544,419,nginx,1,8,8,255,caas
1545,419,framework,1,32,8,600,caas
1546,419,rel_db,1,24,8,100,caas
1547,419,mem_db,1,8,4,10,caas
1548,484,nginx,1,8,8,255,caas
1549,484,framework,1,32,8,600,caas
1550,484,rel_db,1,24,8,100,caas
1551,484,mem_db,1,8,4,10,caas
1552,176,nginx,1,8,8,255,caas
1553,176,framework,1,32,8,600,caas
1554,176,rel_db,1,24,8,100,caas
1555,176,mem_db,1,8,4,10,caas
1556,344,nginx,1,8,8,255,caas
1557,344,framework,1,32,8,600,caas
1558,344,rel_db,1,24,8,100,caas
1559,344,mem_db,1,8,4,10,caas
1560,1007,nginx,1,8,8,255,caas
1561,1007,framework,1,32,8,600,caas
1562,1007,rel_db,1,24,8,100,caas
1563,1007,mem_db,1,8,4,10,caas
1564,392,nginx,1,8,8,255,caas
1565,392,framework,1,32,8,600,caas
1566,392,rel_db,1,24,8,100,caas
1567,392,mem_db,1,8,4,10,caas
1568,163,nginx,1,8,8,255,caas
1569,163,framework,1,32,8,600,caas
1570,163,rel_db,1,24,8,100,caas
1571,163,mem_db,1,8,4,10,caas
1572,543,nginx,1,8,8,255,caas
1573,543,framework,1,32,8,600,caas
1574,543,rel_db,1,24,8,100,caas
1575,543,mem_db,1,8,4,10,caas
1576,348,nginx,1,8,8,255,caas
1577,348,framework,1,32,8,600,caas
1578,348,rel_db,1,24,8,100,caas
1579,348,mem_db,1,8,4,10,caas
1580,677,nginx,1,8,8,255,caas
1581,677,framework,1,32,8,600,caas
1582,677,rel_db,1,24,8,100,caas
1583,677,mem_db,1,8,4,10,caas
1584,211,nginx,1,8,8,255,caas
1585,211,framework,1,32,8,600,caas
1586,211,rel_db,1,24,8,100,caas
1587,211,mem_db,1,8,4,10,caas
1588,1014,nginx,1,8,8,255,caas
1589,1014,framework,1,32,8,600,caas
1590,1014,rel_db,1,24,8,100,caas
1591,1014,mem_db,1,8,4,10,caas
1592,538,nginx,1,8,8,255,caas
1593,538,framework,1,32,8,600,caas
1594,538,rel_db,1,24,8,100,caas
1595,538,mem_db,1,8,4,10,caas
1596,342,nginx,1,8,8,255,caas
1597,342,framework,1,32,8,600,caas
1598,342,rel_db,1,24,8,100,caas
1599,342,mem_db,1,8,4,10,caas
1600,3971,nginx,4,32,32,1020,caas
1601,3971,framework,1,32,8,600,caas
1602,3971,rel_db,1,24,8,100,caas
1603,3971,mem_db,1,8,4,10,caas
1604,2554,nginx,3,24,24,765,caas
1605,2554,framework,1,32,8,600,caas
1606,2554,rel_db,1,24,8,100,caas
1607,2554,mem_db,1,8,4,10,caas
1608,3577,nginx,4,32,32,1020,caas
1609,3577,framework,1,32,8,600,caas
1610,3577,rel_db,1,24,8,100,caas
1611,3577,mem_db,1,8,4,10,caas
1612,4703,nginx,5,40,40,1275,caas
1613,4703,framework,1,32,8,600,caas
1614,4703,rel_db,1,24,8,100,caas
1615,4703,mem_db,1,8,4,10,caas
1616,3816,nginx,4,32,32,1020,caas
1617,3816,framework,1,32,8,600,caas
1618,3816,rel_db,1,24,8,100,caas
1619,3816,mem_db,1,8,4,10,caas
1620,1706,nginx,2,16,16,510,caas
1621,1706,framework,1,32,8,600,caas
1622,1706,rel_db,1,24,8,100,caas
1623,1706,mem_db,1,8,4,10,caas
1624,2704,nginx,3,24,24,765,caas
1625,2704,framework,1,32,8,600,caas
1626,2704,rel_db,1,24,8,100,caas
1627,2704,mem_db,1,8,4,10,caas
1628,4309,nginx,5,40,40,1275,caas
1629,4309,framework,1,32,8,600,caas
1630,4309,rel_db,1,24,8,100,caas
1631,4309,mem_db,1,8,4,10,caas
1632,4169,nginx,5,40,40,1275,caas
1633,4169,framework,1,32,8,600,caas
1634,4169,rel_db,1,24,8,100,caas
1635,4169,mem_db,1,8,4,10,caas
1636,1414,nginx,2,16,16,510,caas
1637,1414,framework,1,32,8,600,caas
1638,1414,rel_db,1,24,8,100,caas
1639,1414,mem_db,1,8,4,10,caas
1640,3483,nginx,4,32,32,1020,caas
1641,3483,framework,1,32,8,600,caas
1642,3483,rel_db,1,24,8,100,caas
1643,3483,mem_db,1,8,4,10,caas
1644,3433,nginx,4,32,32,1020,caas
1645,3433,framework,1,32,8,600,caas
1646,3433,rel_db,1,24,8,100,caas
1647,3433,mem_db,1,8,4,10,caas
1648,3591,nginx,4,32,32,1020,caas
1649,3591,framework,1,32,8,600,caas
1650,3591,rel_db,1,24,8,100,caas
1651,3591,mem_db,1,8,4,10,caas
1652,4049,nginx,4,32,32,1020,caas
1653,4049,framework,1,32,8,600,caas
1654,4049,rel_db,1,24,8,100,caas
1655,4049,mem_db,1,8,4,10,caas
1656,4997,nginx,5,40,40,1275,caas
1657,4997,framework,1,32,8,600,caas
1658,4997,rel_db,1,24,8,100,caas
1659,4997,mem_db,1,8,4,10,caas
1660,1507,nginx,2,16,16,510,caas
1661,1507,framework,1,32,8,600,caas
1662,1507,rel_db,1,24,8,100,caas
1663,1507,mem_db,1,8,4,10,caas
1664,1958,nginx,2,16,16,510,caas
1665,1958,framework,1,32,8,600,caas
1666,1958,rel_db,1,24,8,100,caas
1667,1958,mem_db,1,8,4,10,caas
1668,3469,nginx,4,32,32,1020,caas
1669,3469,framework,1,32,8,600,caas
1670,3469,rel_db,1,24,8,100,caas
1671,3469,mem_db,1,8,4,10,caas
1672,1693,nginx,2,16,16,510,caas
1673,1693,framework,1,32,8,600,caas
1674,1693,rel_db,1,24,8,100,caas
1675,1693,mem_db,1,8,4,10,caas
1676,1338,nginx,2,16,16,510,caas
1677,1338,framework,1,32,8,600,caas
1678,1338,rel_db,1,24,8,100,caas
1679,1338,mem_db,1,8,4,10,caas
1680,4982,nginx,5,40,40,1275,caas
1681,4982,framework,1,32,8,600,caas
1682,4982,rel_db,1,24,8,100,caas
1683,4982,mem_db,1,8,4,10,caas
1684,3990,nginx,4,32,32,1020,caas
1685,3990,framework,1,32,8,600,caas
1686,3990,rel_db,1,24,8,100,caas
1687,3990,mem_db,1,8,4,10,caas
1688,2947,nginx,3,24,24,765,caas
1689,2947,framework,1,32,8,600,caas
1690,2947,rel_db,1,24,8,100,caas
1691,2947,mem_db,1,8,4,10,caas
1692,1627,nginx,2,16,16,510,caas
1693,1627,framework,1,32,8,600,caas
1694,1627,rel_db,1,24,8,100,caas
1695,1627,mem_db,1,8,4,10,caas
1696,1041,nginx,2,16,16,510,caas
1697,1041,framework,1,32,8,600,caas
1698,1041,rel_db,1,24,8,100,caas
1699,1041,mem_db,1,8,4,10,caas
1700,3984,nginx,4,32,32,1020,caas
1701,3984,framework,1,32,8,600,caas
1702,3984,rel_db,1,24,8,100,caas
1703,3984,mem_db,1,8,4,10,caas
1704,3470,nginx,4,32,32,1020,caas
1705,3470,framework,1,32,8,600,caas
1706,3470,rel_db,1,24,8,100,caas
1707,3470,mem_db,1,8,4,10,caas
1708,1441,nginx,2,16,16,510,caas
1709,1441,framework,1,32,8,600,caas
1710,1441,rel_db,1,24,8,100,caas
1711,1441,mem_db,1,8,4,10,caas
1712,4896,nginx,5,40,40,1275,caas
1713,4896,framework,1,32,8,600,caas
1714,4896,rel_db,1,24,8,100,caas
1715,4896,mem_db,1,8,4,10,caas
1716,2899,nginx,3,24,24,765,caas
1717,2899,framework,1,32,8,600,caas
1718,2899,rel_db,1,24,8,100,caas
1719,2899,mem_db,1,8,4,10,caas
1720,4855,nginx,5,40,40,1275,caas
1721,4855,framework,1,32,8,600,caas
1722,4855,rel_db,1,24,8,100,caas
1723,4855,mem_db,1,8,4,10,caas
1724,2582,nginx,3,24,24,765,caas
1725,2582,framework,1,32,8,600,caas
1726,2582,rel_db,1,24,8,100,caas
1727,2582,mem_db,1,8,4,10,caas
1728,1208,nginx,2,16,16,510,caas
1729,1208,framework,1,32,8,600,caas
1730,1208,rel_db,1,24,8,100,caas
1731,1208,mem_db,1,8,4,10,caas
1732,3399,nginx,4,32,32,1020,caas
1733,3399,framework,1,32,8,600,caas
1734,3399,rel_db,1,24,8,100,caas
1735,3399,mem_db,1,8,4,10,caas
1736,4295,nginx,5,40,40,1275,caas
1737,4295,framework,1,32,8,600,caas
1738,4295,rel_db,1,24,8,100,caas
1739,4295,mem_db,1,8,4,10,caas
1740,3032,nginx,3,24,24,765,caas
1741,3032,framework,1,32,8,600,caas
1742,3032,rel_db,1,24,8,100,caas
1743,3032,mem_db,1,8,4,10,caas
1744,3301,nginx,4,32,32,1020,caas
1745,3301,framework,1,32,8,600,caas
1746,3301,rel_db,1,24,8,100,caas
1747,3301,mem_db,1,8,4,10,caas
1748,3856,nginx,4,32,32,1020,caas
1749,3856,framework,1,32,8,600,caas
1750,3856,rel_db,1,24,8,100,caas
1751,3856,mem_db,1,8,4,10,caas
1752,2995,nginx,3,24,24,765,caas
1753,2995,framework,1,32,8,600,caas
1754,2995,rel_db,1,24,8,100,caas
1755,2995,mem_db,1,8,4,10,caas
1756,2358,nginx,3,24,24,765,caas
1757,2358,framework,1,32,8,600,caas
1758,2358,rel_db,1,24,8,100,caas
1759,2358,mem_db,1,8,4,10,caas
1760,2801,nginx,3,24,24,765,caas
1761,2801,framework,1,32,8,600,caas
1762,2801,rel_db,1,24,8,100,caas
1763,2801,mem_db,1,8,4,10,caas
1764,4762,nginx,5,40,40,1275,caas
1765,4762,framework,1,32,8,600,caas
1766,4762,rel_db,1,24,8,100,caas
1767,4762,mem_db,1,8,4,10,caas
1768,4244,nginx,5,40,40,1275,caas
1769,4244,framework,1,32,8,600,caas
1770,4244,rel_db,1,24,8,100,caas
1771,4244,mem_db,1,8,4,10,caas
1772,1687,nginx,2,16,16,510,caas
1773,1687,framework,1,32,8,600,caas
1774,1687,rel_db,1,24,8,100,caas
1775,1687,mem_db,1,8,4,10,caas
1776,4246,nginx,5,40,40,1275,caas
1777,4246,framework,1,32,8,600,caas
1778,4246,rel_db,1,24,8,100,caas
1779,4246,mem_db,1,8,4,10,caas
1780,4466,nginx,5,40,40,1275,caas
1781,4466,framework,1,32,8,600,caas
1782,4466,rel_db,1,24,8,100,caas
1783,4466,mem_db,1,8,4,10,caas
1784,2182,nginx,3,24,24,765,caas
1785,2182,framework,1,32,8,600,caas
1786,2182,rel_db,1,24,8,100,caas
1787,2182,mem_db,1,8,4,10,caas
1788,3432,nginx,4,32,32,1020,caas
1789,3432,framework,1,32,8,600,caas
1790,3432,rel_db,1,24,8,100,caas
1791,3432,mem_db,1,8,4,10,caas
1792,2082,nginx,3,24,24,765,caas
1793,2082,framework,1,32,8,600,caas
1794,2082,rel_db,1,24,8,100,caas
1795,2082,mem_db,1,8,4,10,caas
1796,2657,nginx,3,24,24,765,caas
1797,2657,framework,1,32,8,600,caas
1798,2657,rel_db,1,24,8,100,caas
1799,2657,mem_db,1,8,4,10,caas
1800,4142,nginx,5,40,40,1275,caas
1801,4142,framework,1,32,8,600,caas
1802,4142,rel_db,1,24,8,100,caas
1803,4142,mem_db,1,8,4,10,caas
1804,1983,nginx,2,16,16,510,caas
1805,1983,framework,1,32,8,600,caas
1806,1983,rel_db,1,24,8,100,caas
1807,1983,mem_db,1,8,4,10,caas
1808,3687,nginx,4,32,32,1020,caas
1809,3687,framework,1,32,8,600,caas
1810,3687,rel_db,1,24,8,100,caas
1811,3687,mem_db,1,8,4,10,caas
1812,1120,nginx,2,16,16,510,caas
1813,1120,framework,1,32,8,600,caas
1814,1120,rel_db,1,24,8,100,caas
1815,1120,mem_db,1,8,4,10,caas
1816,1404,nginx,2,16,16,510,caas
1817,1404,framework,1,32,8,600,caas
1818,1404,rel_db,1,24,8,100,caas
1819,1404,mem_db,1,8,4,10,caas
1820,4162,nginx,5,40,40,1275,caas
1821,4162,framework,1,32,8,600,caas
1822,4162,rel_db,1,24,8,100,caas
1823,4162,mem_db,1,8,4,10,caas
1824,2838,nginx,3,24,24,765,caas
1825,2838,framework,1,32,8,600,caas
1826,2838,rel_db,1,24,8,100,caas
1827,2838,mem_db,1,8,4,10,caas
1828,2301,nginx,3,24,24,765,caas
1829,2301,framework,1,32,8,600,caas
1830,2301,rel_db,1,24,8,100,caas
1831,2301,mem_db,1,8,4,10,caas
1832,4454,nginx,5,40,40,1275,caas
1833,4454,framework,1,32,8,600,caas
1834,4454,rel_db,1,24,8,100,caas
1835,4454,mem_db,1,8,4,10,caas
1836,4418,nginx,5,40,40,1275,caas
1837,4418,framework,1,32,8,600,caas
1838,4418,rel_db,1,24,8,100,caas
1839,4418,mem_db,1,8,4,10,caas
1840,4446,nginx,5,40,40,1275,caas
1841,4446,framework,1,32,8,600,caas
1842,4446,rel_db,1,24,8,100,caas
1843,4446,mem_db,1,8,4,10,caas
1844,3348,nginx,4,32,32,1020,caas
1845,3348,framework,1,32,8,600,caas
1846,3348,rel_db,1,24,8,100,caas
1847,3348,mem_db,1,8,4,10,caas
1848,3298,nginx,4,32,32,1020,caas
1849,3298,framework,1,32,8,600,caas
1850,3298,rel_db,1,24,8,100,caas
1851,3298,mem_db,1,8,4,10,caas
1852,4134,nginx,5,40,40,1275,caas
1853,4134,framework,1,32,8,600,caas
1854,4134,rel_db,1,24,8,100,caas
1855,4134,mem_db,1,8,4,10,caas
1856,2340,nginx,3,24,24,765,caas
1857,2340,framework,1,32,8,600,caas
1858,2340,rel_db,1,24,8,100,caas
1859,2340,mem_db,1,8,4,10,caas
1860,3140,nginx,4,32,32,1020,caas
1861,3140,framework,1,32,8,600,caas
1862,3140,rel_db,1,24,8,100,caas
1863,3140,mem_db,1,8,4,10,caas
1864,2602,nginx,3,24,24,765,caas
1865,2602,framework,1,32,8,600,caas
1866,2602,rel_db,1,24,8,100,caas
1867,2602,mem_db,1,8,4,10,caas
1868,3919,nginx,4,32,32,1020,caas
1869,3919,framework,1,32,8,600,caas
1870,3919,rel_db,1,24,8,100,caas
1871,3919,mem_db,1,8,4,10,caas
1872,1446,nginx,2,16,16,510,caas
1873,1446,framework,1,32,8,600,caas
1874,1446,rel_db,1,24,8,100,caas
1875,1446,mem_db,1,8,4,10,caas
1876,1125,nginx,2,16,16,510,caas
1877,1125,framework,1,32,8,600,caas
1878,1125,rel_db,1,24,8,100,caas
1879,1125,mem_db,1,8,4,10,caas
1880,4572,nginx,5,40,40,1275,caas
1881,4572,framework,1,32,8,600,caas
1882,4572,rel_db,1,24,8,100,caas
1883,4572,mem_db,1,8,4,10,caas
1884,1165,nginx,2,16,16,510,caas
1885,1165,framework,1,32,8,600,caas
1886,1165,rel_db,1,24,8,100,caas
1887,1165,mem_db,1,8,4,10,caas
1888,1321,nginx,2,16,16,510,caas
1889,1321,framework,1,32,8,600,caas
1890,1321,rel_db,1,24,8,100,caas
1891,1321,mem_db,1,8,4,10,caas
1892,1955,nginx,2,16,16,510,caas
1893,1955,framework,1,32,8,600,caas
1894,1955,rel_db,1,24,8,100,caas
1895,1955,mem_db,1,8,4,10,caas
1896,3903,nginx,4,32,32,1020,caas
1897,3903,framework,1,32,8,600,caas
1898,3903,rel_db,1,24,8,100,caas
1899,3903,mem_db,1,8,4,10,caas
1900,4362,nginx,5,40,40,1275,caas
1901,4362,framework,1,32,8,600,caas
1902,4362,rel_db,1,24,8,100,caas
1903,4362,mem_db,1,8,4,10,caas
1904,2791,nginx,3,24,24,765,caas
1905,2791,framework,1,32,8,600,caas
1906,2791,rel_db,1,24,8,100,caas
1907,2791,mem_db,1,8,4,10,caas
1908,4302,nginx,5,40,40,1275,caas
1909,4302,framework,1,32,8,600,caas
1910,4302,rel_db,1,24,8,100,caas
